Date,GLD,IEF,QQQ,SPY,VXUS
2020-04-09,158.69000244140625,102.76228332519531,193.57049560546875,254.44398498535156,36.30027770996094
2020-04-13,161.41000366210938,102.54137420654297,195.6617431640625,252.12091064453125,36.16798400878906
2020-04-14,162.67999267578125,102.67732238769531,204.17127990722656,259.5566711425781,36.8046875
2020-04-15,161.85000610351562,103.5948486328125,201.8294677734375,254.04161071777344,35.77107238769531
2020-04-16,161.7100067138672,103.70528411865234,205.5108642578125,255.2671661376953,35.77933883666992
2020-04-17,158.57000732421875,103.43347930908203,207.47679138183594,262.1632995605469,36.7137336730957
2020-04-20,159.6999969482422,103.70528411865234,205.0193328857422,257.5445251464844,36.184513092041016
2020-04-21,158.61000061035156,103.994140625,197.45423889160156,249.72463989257812,35.407249450683594
2020-04-22,161.72999572753906,103.6712875366211,203.31361389160156,255.2671661376953,36.126644134521484
2020-04-23,163.33999633789062,103.7392807006836,202.87997436523438,255.24884033203125,36.0439567565918
2020-04-24,162.63999938964844,103.76478576660156,206.07943725585938,258.80670166015625,36.34162521362305
2020-04-27,161.55999755859375,103.21257019042969,207.73704528808594,262.5382995605469,36.85429763793945
2020-04-28,160.83999633789062,103.66279602050781,203.82435607910156,261.3310241699219,37.11890411376953
2020-04-29,161.72999572753906,103.61182403564453,211.05218505859375,268.17236328125,38.09462356567383
2020-04-30,158.8000030517578,103.3654556274414,210.96543884277344,265.6754455566406,37.33388900756836
2020-05-01,159.77999877929688,103.50834655761719,205.0193328857422,258.64202880859375,36.432586669921875
2020-05-04,160.33999633789062,103.525390625,207.40940856933594,259.3554992675781,36.49047088623047
2020-05-05,161.02000427246094,103.44881439208984,209.76083374023438,261.7517395019531,36.622764587402344
2020-05-06,158.9499969482422,103.06609344482422,211.05218505859375,259.97735595703125,36.47393035888672
2020-05-07,161.38999938964844,103.69541931152344,213.7698516845703,263.1144714355469,36.920448303222656
2020-05-08,160.4199981689453,103.35527801513672,216.6995086669922,267.4680480957031,37.53233337402344
2020-05-11,159.4199981689453,103.06609344482422,218.63658142089844,267.5229187011719,37.499271392822266
2020-05-12,160.0399932861328,103.40625762939453,214.05894470214844,262.1907043457031,37.11890411376953
2020-05-13,161.5800018310547,103.61888122558594,211.3798370361328,257.55364990234375,36.846031188964844
2020-05-14,163.00999450683594,103.78047943115234,213.7794647216797,260.63592529296875,36.68891143798828
2020-05-15,163.92999267578125,103.71246337890625,215.167236328125,261.833984375,36.56488800048828
2020-05-18,162.69000244140625,103.07462310791016,219.1762237548828,269.80938720703125,37.98713302612305
2020-05-19,164.25999450683594,103.36377716064453,218.626953125,267.03814697265625,37.5984992980957
2020-05-20,164.64999389648438,103.38928985595703,222.9925537109375,271.5745849609375,38.235198974609375
2020-05-21,162.25,103.45732116699219,220.5640106201172,269.6996765136719,37.854827880859375
2020-05-22,163.2100067138672,103.65291595458984,221.3253173828125,270.21185302734375,37.58195877075195
2020-05-26,160.88999938964844,103.38077545166016,220.72781372070312,273.5410461425781,38.623836517333984
2020-05-27,161.17999267578125,103.4658203125,221.93246459960938,277.611083984375,38.97938919067383
2020-05-28,161.72000122070312,103.372314453125,221.64334106445312,277.09881591796875,39.15303039550781
2020-05-29,162.91000366210938,103.70396423339844,224.8909912109375,278.3335266113281,39.20265579223633
2020-06-01,163.66000366210938,103.66309356689453,225.56564331054688,279.4584655761719,40.046077728271484
2020-06-02,162.60000610351562,103.49282836914062,227.07867431640625,281.7724609375,40.641441345214844
2020-06-03,159.60000610351562,102.87987518310547,228.1001739501953,285.5223388671875,41.517940521240234
2020-06-04,161.27999877929688,102.47125244140625,226.50039672851562,284.7724304199219,41.228519439697266
2020-06-05,158.00999450683594,101.96047973632812,230.9912872314453,292.0710144042969,42.030601501464844
2020-06-08,159.72000122070312,102.07113647460938,232.78382873535156,295.6014099121094,42.51845932006836
2020-06-09,161.25999450683594,102.43721008300781,234.4702911376953,293.3971862792969,42.055416107177734
2020-06-10,163.57000732421875,103.20335388183594,237.2843475341797,291.760009765625,42.005794525146484
2020-06-11,162.38999938964844,103.56944274902344,225.52708435058594,274.94036865234375,39.74013900756836
2020-06-12,162.6199951171875,103.33959197998047,227.31956481933594,278.23291015625,40.50913619995117
2020-06-15,162.3300018310547,103.25444793701172,230.08543395996094,280.83038330078125,40.550479888916016
2020-06-16,162.25,103.04164123535156,234.03662109375,286.23577880859375,41.01353073120117
2020-06-17,162.55999755859375,103.20335388183594,234.77870178222656,285.0467529296875,41.12101364135742
2020-06-18,162.24000549316406,103.43323516845703,235.41470336914062,285.1564636230469,41.03007507324219
2020-06-19,164.02999877929688,103.46728515625,235.3761749267578,283.52685546875,40.86469268798828
2020-06-22,165.08999633789062,103.37362670898438,238.19898986816406,285.3457946777344,41.38997268676758
2020-06-23,166.47999572753906,103.33959197998047,240.22630310058594,286.659423828125,41.63929748535156
2020-06-24,165.89999389648438,103.53539276123047,235.2738494873047,279.3470458984375,40.7416877746582
2020-06-25,165.8000030517578,103.55241394042969,237.51353454589844,282.341796875,41.15724563598633
2020-06-26,166.5399932861328,103.83333587646484,231.90469360351562,275.6358337402344,40.61702346801758
2020-06-29,166.6300048828125,103.9355239868164,234.43397521972656,279.68707275390625,40.941158294677734
2020-06-30,167.3699951171875,103.74819946289062,239.02923583984375,283.2696533203125,40.866355895996094
2020-07-01,166.6199951171875,103.58638000488281,241.8191375732422,285.25390625,41.07413864135742
2020-07-02,166.97999572753906,103.71414947509766,243.46029663085938,286.8247985839844,41.68085861206055
2020-07-06,167.97999572753906,103.56073760986328,249.44569396972656,291.2525939941406,42.61172103881836
2020-07-07,169.0399932861328,103.89305877685547,247.727294921875,288.2486877441406,42.02162551879883
2020-07-08,170.08999633789062,103.73117065429688,250.9903106689453,290.45330810546875,42.56185531616211
2020-07-09,169.6300048828125,104.06346130371094,253.10452270507812,288.79986572265625,42.187843322753906
2020-07-10,169.19000244140625,103.85900115966797,254.83255004882812,291.7486267089844,42.4039421081543
2020-07-13,169.39999389648438,103.9697265625,249.5904998779297,289.2223815917969,42.129661560058594
2020-07-14,170.19000244140625,103.96123504638672,251.35719299316406,292.970458984375,42.60340118408203
2020-07-15,170.33999633789062,103.92715454101562,251.86880493164062,295.66204833984375,42.97740936279297
2020-07-16,168.72999572753906,104.00384521484375,250.1504364013672,294.68829345703125,42.5950927734375
2020-07-17,170.1199951171875,103.97828674316406,250.4400634765625,295.5426025390625,42.836116790771484
2020-07-20,170.94000244140625,104.04642486572266,257.5452575683594,297.93115234375,43.12701416015625
2020-07-21,173.0,104.15721130371094,254.86151123046875,298.5648498535156,43.3680419921875
2020-07-22,175.6300048828125,104.1912841796875,255.75929260253906,300.26434326171875,43.384666442871094
2020-07-23,177.17999267578125,104.29354858398438,249.078857421875,296.68170166015625,43.052207946777344
2020-07-24,178.6999969482422,104.24238586425781,246.7136688232422,294.7708435058594,42.8942985534668
2020-07-27,182.22999572753906,104.08052825927734,251.11585998535156,296.9205322265625,43.50932693481445
2020-07-28,183.75,104.32758331298828,247.92041015625,295.0373840332031,43.201820373535156
2020-07-29,185.1300048828125,104.46395874023438,250.7779083251953,298.666015625,43.750370025634766
2020-07-30,183.75999450683594,104.60882568359375,252.0908660888672,297.6003112792969,43.201820373535156
2020-07-31,185.42999267578125,104.6343765258789,256.5895080566406,299.9519958496094,42.56185531616211
2020-08-03,185.63999938964844,104.5832290649414,260.0552978515625,302.037353515625,43.1768913269043
2020-08-04,189.58999633789062,104.94139862060547,261.0206298828125,303.20404052734375,43.50932693481445
2020-08-05,191.35000610351562,104.59172058105469,261.6674499511719,305.08721923828125,43.76697540283203
2020-08-06,193.88999938964844,104.71109008789062,265.13323974609375,307.1265869140625,43.899959564208984
2020-08-07,190.80999755859375,104.48943328857422,262.0729675292969,307.3470458984375,43.50932693481445
2020-08-10,190.14999389648438,104.37855529785156,260.95306396484375,308.2656555175781,43.642311096191406
2020-08-11,179.94000244140625,104.0204086303711,256.0103759765625,305.7210388183594,43.74203872680664
2020-08-12,179.10000610351562,103.7134017944336,262.4494323730469,309.98345947265625,44.5399169921875
2020-08-13,183.3300018310547,103.50018310546875,263.04791259765625,309.4230651855469,44.3487663269043
2020-08-14,182.5399932861328,103.5513687133789,262.73907470703125,309.4322814941406,44.13267135620117
2020-08-17,186.5,103.721923828125,265.7895812988281,310.41534423828125,44.54823303222656
2020-08-18,188.17999267578125,103.9009780883789,268.347900390625,311.0859375,44.531620025634766
2020-08-19,182.24000549316406,103.76453399658203,266.5426330566406,309.7906188964844,44.25733947753906
2020-08-20,183.5,104.06302642822266,270.24005126953125,310.7551574707031,44.1409797668457
2020-08-21,182.02999877929688,104.1397476196289,272.1129455566406,311.8575439453125,44.04125213623047
2020-08-24,181.0,103.99474334716797,273.8119812011719,315.017578125,44.54823303222656
2020-08-25,181.22000122070312,103.74752044677734,275.9648742675781,316.1199951171875,44.71445846557617
2020-08-26,183.36000061035156,103.70487213134766,281.85369873046875,319.289306640625,44.947174072265625
2020-08-27,181.24000549316406,103.33814239501953,280.9751281738281,319.98736572265625,44.556549072265625
2020-08-28,184.38999938964844,103.50872802734375,282.4039306640625,322.05438232421875,44.96379852294922
2020-08-31,184.8300018310547,103.61956787109375,284.6725769042969,320.8876647949219,44.448486328125
2020-09-01,185.0500030517578,103.95924377441406,289.53814697265625,323.9100036621094,44.71445846557617
2020-09-02,182.6199951171875,104.10428619384766,292.2798156738281,328.59503173828125,45.08845901489258
2020-09-03,181.13999938964844,104.2408447265625,277.4611511230469,317.2867126464844,44.10774230957031
2020-09-04,181.63999938964844,103.66051483154297,273.76373291015625,314.6960144042969,44.19916534423828
2020-09-08,181.2899932861328,103.88241577148438,260.60552978515625,306.0976867675781,43.5675048828125
2020-09-09,183.0500030517578,103.8311767578125,268.2610778808594,312.142333984375,44.307212829589844
2020-09-10,182.4600067138672,103.95924377441406,262.91278076171875,306.7224426269531,43.7586669921875
2020-09-11,182.4499969482422,104.12139129638672,261.0881042480469,306.8786315917969,44.165916442871094
2020-09-14,183.88999938964844,104.0274887084961,265.63525390625,310.9205017089844,44.54823303222656
2020-09-15,183.4499969482422,103.97628784179688,269.4002380371094,312.491455078125,44.855743408203125
2020-09-16,183.97000122070312,103.91654968261719,265.104248046875,311.2512512207031,44.78926467895508
2020-09-17,182.9600067138672,103.95071411132812,260.9627990722656,308.51373291015625,44.77263641357422
2020-09-18,183.1999969482422,103.85679626464844,257.63214111328125,304.96185302734375,44.44020080566406
2020-09-21,179.52000427246094,104.0445556640625,258.2500305175781,301.5677490234375,43.59455490112305
2020-09-22,178.64999389648438,104.0445556640625,263.04791259765625,304.6390380859375,43.51091766357422
2020-09-23,174.7899932861328,104.0445556640625,255.0160369873047,297.5741882324219,42.983970642089844
2020-09-24,175.44000244140625,104.09575653076172,256.203369140625,298.36737060546875,42.90869903564453
2020-09-25,174.94000244140625,104.18109893798828,262.1598205566406,303.19110107421875,43.06761169433594
2020-09-28,176.6999969482422,104.16403198242188,267.6045837402344,308.2269287109375,43.653114318847656
2020-09-29,178.19000244140625,104.2408447265625,266.3977966308594,306.5481872558594,43.59455490112305
2020-09-30,177.1199951171875,103.95924377441406,268.222412109375,308.87255859375,43.636383056640625
2020-10-01,178.6999969482422,104.0181655883789,272.479736328125,310.85546875,43.9876823425293
2020-10-02,178.5399932861328,103.91566467285156,264.81451416015625,307.904052734375,43.79530715942383
2020-10-05,179.41000366210938,103.25812530517578,270.46209716796875,313.36407470703125,44.43935775756836
2020-10-06,177.3000030517578,103.49726104736328,265.63525390625,308.9093322753906,44.121517181396484
2020-10-07,177.22000122070312,103.19834899902344,270.23046875,314.2864074707031,44.56480407714844
2020-10-08,177.85000610351562,103.3862533569336,271.6688232421875,317.0718078613281,44.874298095703125
2020-10-09,181.0800018310547,103.33497619628906,275.82000732421875,319.9032897949219,45.18376922607422
2020-10-12,180.55999755859375,103.44601440429688,284.334716796875,325.0497741699219,45.45142364501953
2020-10-13,177.72000122070312,103.67655944824219,284.324951171875,322.9284362792969,45.058311462402344
2020-10-14,178.27000427246094,103.71070098876953,281.95013427734375,320.8994140625,44.90774154663086
2020-10-15,178.9199981689453,103.59973907470703,280.05810546875,320.50286865234375,44.43935775756836
2020-10-16,178.3000030517578,103.5399398803711,278.5231018066406,320.30914306640625,44.62336349487305
2020-10-19,178.38999938964844,103.36914825439453,273.9760437011719,315.4393005371094,44.42262649536133
2020-10-20,179.25,103.14714050292969,274.56500244140625,316.7029113769531,44.757198333740234
2020-10-21,180.60000610351562,103.01048278808594,274.35260009765625,316.1034240722656,44.63173294067383
2020-10-22,178.8300018310547,102.65184783935547,274.34295654296875,317.8372802734375,44.64008712768555
2020-10-23,178.63999938964844,102.79700469970703,274.883544921875,318.91644287109375,44.89101791381836
2020-10-26,178.5500030517578,103.07027435302734,270.7613830566406,313.0229187011719,44.13823699951172
2020-10-27,179.02000427246094,103.30083465576172,272.87554931640625,311.9437255859375,43.97931671142578
2020-10-28,176.1300048828125,103.29228973388672,262.2370910644531,301.2818298339844,42.72468185424805
2020-10-29,175.39999389648438,102.85677337646484,266.8226623535156,304.3439636230469,42.983970642089844
2020-10-30,176.1999969482422,102.52371215820312,260.0552978515625,301.1712951660156,42.6326789855957
2020-11-02,177.91000366210938,102.69976806640625,260.6344909667969,304.546875,43.226531982421875
2020-11-03,178.9199981689453,102.46905517578125,265.1427917480469,309.923828125,44.062957763671875
2020-11-04,178.82000732421875,103.33210754394531,276.9784851074219,316.85052490234375,44.74883270263672
2020-11-05,182.92999267578125,103.31501770019531,284.1995544433594,323.0299072265625,45.71908187866211
2020-11-06,183.19000244140625,102.96465301513672,284.41192626953125,322.9561767578125,45.86128234863281
2020-11-09,175.0800018310547,102.20418548583984,278.6002502441406,327.0143127441406,46.82316589355469
2020-11-10,175.66000366210938,101.91363525390625,273.6092834472656,326.53472900390625,46.973724365234375
2020-11-11,174.89999389648438,102.07599639892578,279.7298583984375,328.9604187011719,47.29993438720703
2020-11-12,175.9600067138672,102.65706634521484,278.4169006347656,325.76922607421875,46.66425323486328
2020-11-13,177.16000366210938,102.52032470703125,280.85931396484375,330.27935791015625,47.3166618347168
2020-11-16,177.14999389648438,102.44343566894531,283.0507507324219,334.40203857421875,47.9105224609375
2020-11-17,176.5,102.70831298828125,282.1529235839844,332.6034851074219,47.9105224609375
2020-11-18,175.49000549316406,102.67413330078125,280.0676574707031,328.6007080078125,47.68470001220703
2020-11-19,175.16000366210938,102.78520965576172,282.2591552734375,329.9841613769531,47.96072006225586
2020-11-20,175.69000244140625,102.96465301513672,280.32843017578125,327.7245178222656,48.111263275146484
2020-11-23,172.22999572753906,102.75960540771484,280.3379821777344,329.68902587890625,48.178184509277344
2020-11-24,169.58999633789062,102.59719848632812,284.2767333984375,335.0014953613281,48.88914489746094
2020-11-25,169.50999450683594,102.63140869140625,286.0240173339844,334.4850158691406,48.721858978271484
2020-11-27,167.7899932861328,102.93901062011719,288.65960693359375,335.41656494140625,49.08151626586914
2020-11-30,166.6699981689453,102.87066650390625,289.2485046386719,333.93170166015625,48.01089859008789
2020-12-01,170.17999267578125,102.3234634399414,292.95556640625,337.5839538574219,49.0982551574707
2020-12-02,171.4600067138672,102.15242004394531,293.33203125,338.294189453125,49.131710052490234
2020-12-03,172.80999755859375,102.42601776123047,293.74713134765625,338.2018737792969,49.357540130615234
2020-12-04,172.32000732421875,102.02417755126953,294.9442443847656,341.11651611328125,49.80921173095703
2020-12-07,174.88999938964844,102.3405532836914,296.6143493652344,340.41552734375,49.55828094482422
2020-12-08,175.5,102.44316864013672,297.618408203125,341.41156005859375,49.68375778198242
2020-12-09,172.5,102.29778289794922,290.8800048828125,338.34954833984375,49.625205993652344
2020-12-10,172.1699981689453,102.52867126464844,292.048095703125,338.2388610839844,49.84267044067383
2020-12-11,172.49000549316406,102.73387145996094,291.4013671875,337.84222412109375,49.60011291503906
2020-12-14,171.5399932861328,102.67399597167969,293.5155944824219,336.32965087890625,49.60847091674805
2020-12-15,173.94000244140625,102.5713882446289,296.6530456542969,340.8766784667969,50.14378356933594
2020-12-16,174.89999389648438,102.48587799072266,298.2845153808594,341.41156005859375,50.26924514770508
2020-12-17,176.74000549316406,102.41146850585938,300.234619140625,343.3207092285156,50.620540618896484
2020-12-18,176.44000244140625,102.32588958740234,299.3271179199219,341.94989013671875,50.419795989990234
2020-12-21,175.8800048828125,102.39433288574219,298.76715087890625,340.7272644042969,49.794734954833984
2020-12-22,174.49000549316406,102.56546020507812,299.57958984375,340.1529846191406,49.65113067626953
2020-12-23,175.64999389648438,102.35157775878906,298.0707702636719,340.458740234375,50.11572265625
2020-12-24,176.35000610351562,102.49701690673828,299.3861083984375,341.7831726074219,50.14105987548828
2020-12-28,175.7100067138672,102.50559997558594,302.4034729003906,344.71942138671875,50.44514465332031
2020-12-29,176.35000610351562,102.48843383789062,302.6744384765625,344.061767578125,50.867496490478516
2020-12-30,177.6999969482422,102.55690002441406,302.6839904785156,344.552734375,51.14625549316406
2020-12-31,178.36000061035156,102.62532043457031,303.4287414550781,346.3033142089844,50.81681823730469
2021-01-04,182.3300018310547,102.65100860595703,299.14434814453125,341.5887451171875,51.12089920043945
2021-01-05,182.8699951171875,102.41146850585938,301.6105041503906,343.9413757324219,51.864227294921875
2021-01-06,179.89999389648438,101.81256866455078,297.4325256347656,345.9975891113281,52.142967224121094
2021-01-07,179.47999572753906,101.4532470703125,304.62799072265625,351.1383056640625,52.36260223388672
2021-01-08,173.33999633789062,101.16233825683594,308.5448303222656,353.1389465332031,53.02991485595703
2021-01-11,173.0,100.96556091308594,304.0863037109375,350.7584533691406,52.32881546020508
2021-01-12,174.1199951171875,100.94844055175781,303.6028137207031,350.8325500488281,52.59911346435547
2021-01-13,173.3699951171875,101.29920959472656,305.6531066894531,351.7773132324219,52.590675354003906
2021-01-14,173.27999877929688,101.06819915771484,304.0187072753906,350.54547119140625,53.05524826049805
2021-01-15,171.1300048828125,101.3420181274414,301.6105041503906,347.9890441894531,52.244354248046875
2021-01-19,172.5800018310547,101.40188598632812,306.01092529296875,350.7214660644531,52.76805877685547
2021-01-20,175.38999938964844,101.44464874267578,313.1290283203125,355.5749206542969,53.34245681762695
2021-01-21,175.27999877929688,101.29920959472656,315.6338806152344,355.8990783691406,53.41001510620117
2021-01-22,173.89999389648438,101.4532470703125,314.724853515625,354.6395263671875,53.04680633544922
2021-01-25,174.0500030517578,101.8638687133789,317.3265075683594,356.0380554199219,53.122833251953125
2021-01-26,173.6199951171875,101.82967376708984,317.7906799316406,355.4823913574219,53.021461486816406
2021-01-27,172.52000427246094,101.949462890625,308.9317932128906,346.794189453125,51.788211822509766
2021-01-28,172.67999267578125,101.68421173095703,310.7596435546875,349.7766418457031,52.151432037353516
2021-01-29,172.61000061035156,101.50459289550781,304.2217102050781,342.7742919921875,50.943511962890625
2021-02-01,174.22999572753906,101.63128662109375,311.8234558105469,348.4800109863281,51.864227294921875
2021-02-02,172.11000061035156,101.37442016601562,316.91058349609375,353.40753173828125,52.48930358886719
2021-02-03,171.85000610351562,101.12616729736328,315.6533508300781,353.6853942871094,52.68357849121094
2021-02-04,168.14999389648438,101.0919189453125,319.3863830566406,357.7052917480469,52.73427200317383
2021-02-05,169.80999755859375,100.87786865234375,320.4696044921875,359.1131591796875,53.09748077392578
2021-02-08,171.52000427246094,100.92070007324219,322.6166076660156,361.7066345214844,53.426910400390625
2021-02-09,172.0800018310547,100.99771118164062,322.5489501953125,361.4659118652344,53.790130615234375
2021-02-10,172.7100067138672,101.25457763671875,321.81396484375,361.30841064453125,53.72256088256836
2021-02-11,171.2100067138672,101.17752838134766,323.583740234375,361.89190673828125,54.128021240234375
2021-02-12,170.69000244140625,100.84361267089844,325.39239501953125,363.67962646484375,54.38987350463867
2021-02-16,168.24000549316406,100.1159439086914,324.5122985839844,363.36474609375,54.634830474853516
2021-02-17,166.3300018310547,100.18441772460938,322.9552001953125,363.447998046875,54.398319244384766
2021-02-18,166.32000732421875,100.17585754394531,321.54315185546875,361.9011535644531,53.94218826293945
2021-02-19,167.00999450683594,99.77344512939453,320.1407775878906,361.2620849609375,54.24626922607422
2021-02-22,169.50999450683594,99.61080932617188,311.8427734375,358.4833679199219,53.671875
2021-02-23,169.1199951171875,99.6878433227539,310.914306640625,358.9186706542969,53.807029724121094
2021-02-24,169.0,99.5508804321289,313.4773254394531,362.87371826171875,53.82392501831055
2021-02-25,165.82000732421875,98.2238540649414,302.5486145019531,354.1300048828125,52.85252380371094
2021-02-26,161.80999755859375,99.10565948486328,303.8155822753906,352.3052673339844,52.11764907836914
2021-03-01,161.52999877929688,98.99435424804688,312.9549255371094,360.8453369140625,53.257972717285156
2021-03-02,162.41000366210938,99.17424774169922,307.93560791015625,358.0295104980469,53.04680633544922
2021-03-03,160.6199951171875,98.64311981201172,298.9992980957031,353.28717041015625,52.79340362548828
2021-03-04,159.0399932861328,98.15481567382812,294.1055603027344,348.9153137207031,52.11764907836914
2021-03-05,159.13999938964844,98.0177230834961,298.53497314453125,355.33416748046875,52.506195068359375
2021-03-08,157.49000549316406,97.63225555419922,290.0822448730469,353.56500244140625,51.957157135009766
2021-03-09,160.83999633789062,98.0948486328125,301.5234680175781,358.6130065917969,52.75960922241211
2021-03-10,161.66000366210938,98.30042266845703,300.6627197265625,360.8453369140625,52.90321350097656
2021-03-11,161.52000427246094,98.26618194580078,307.58734130859375,364.5039367675781,53.646541595458984
